"data_dir","result_dir","num_run","balance_data","feaSelect","correlate","eps","min_Pts","k","MLmodel","select_method","LDF_r","TN","FP","FN","TP","accuracy","precision","recall","F1","AUC","F_MEASURE","G_MEASURE","MCC",
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,27,LR,LDF,10,46.1,0.7,1.4,13.1,0.965742251223491,0.9492753623188406,0.903448275862069,0.9257950530035336,0.9446960486322189,0.9257950530035336,0.942482813511974,0.9040107979523205,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,28,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9559017223910841,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,29,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9559017223910841,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,30,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9559017223910841,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,31,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9559017223910841,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,32,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9559017223910841,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,33,LR,LDF,10,45.9,0.9,1.1,13.4,0.967373572593801,0.9370629370629371,0.9241379310344828,0.9305555555555556,0.9523071670851504,0.9305555555555556,0.951611780268746,0.9092723929351938,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,34,LR,LDF,10,45.9,0.9,1.4,13.1,0.9624796084828712,0.9357142857142857,0.903448275862069,0.9192982456140351,0.9423071670851504,0.9192982456140351,0.9405222777504046,0.8950997765291775,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,35,LR,LDF,10,45.9,0.9,1.0,13.5,0.9690048939641109,0.9375,0.9310344827586207,0.9342560553633218,0.9558785956565791,0.9342560553633218,0.95525494276795,0.9139882590313284,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,36,LR,LDF,10,45.9,0.9,1.1,13.4,0.967373572593801,0.9370629370629371,0.9241379310344828,0.9305555555555556,0.9523071670851504,0.9305555555555556,0.951611780268746,0.9092723929351938,
