,F25,F67,F102,F104,F108,F95,F109,F23,F112,F113,F116,F117,F110,F115,F43,F42,F44,F134,F136,F6,category,1
558,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
559,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
560,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
561,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
562,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
563,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.042173760864612e-05
564,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
565,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
566,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
567,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
568,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
569,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.042173760864612e-05
570,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
571,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
572,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
573,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
574,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
575,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.10579149,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.513005999390009e-05
576,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
577,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
578,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
579,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
580,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
581,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
582,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
583,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
584,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
585,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
586,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
587,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
588,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
589,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
590,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
591,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
592,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
593,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
594,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
595,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
596,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.16672236,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6825224038195712e-05
597,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
598,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
599,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
600,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
601,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
602,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
603,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
604,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
605,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
606,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
607,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
608,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
609,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
610,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
611,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
612,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
613,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.044860635,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.7688351279993142e-05
614,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.10579149,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.7251390629177488e-05
615,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.16672236,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6825224038195712e-05
616,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
617,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
618,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
619,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
620,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.042173760864612e-05
621,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
622,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
623,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
624,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
625,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
626,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
627,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
628,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
629,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
630,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
631,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
632,-0.9317543,-0.34138107,0.45891398,-0.30043188,-2.1682222,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,6.195209334220283e-05
633,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
634,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
635,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
636,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
637,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
638,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
639,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
640,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
641,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
642,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
643,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
644,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
645,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.10579149,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.7251390629177488e-05
646,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.600421356961474e-05
647,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,1.5456235,0.296144,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,1.6409585153903917e-05
648,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,-0.9087355,-0.08423652,1.2385321,-0.34951493,0.9609529,-0.961488,0.23988159,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,0.0005912614444766667
649,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,-0.9087355,-0.08423652,1.2385321,-0.34951493,0.9609529,-0.961488,0.23988159,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,0.0005912614444766667
650,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,-0.92094624,-0.08423652,1.2385321,-0.34951493,0.9609529,0.022696203,0.02960668,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,0.000946936365107719
651,-0.9317543,-0.34138107,0.45891398,-0.30043188,0.30309504,1.2385322,0.23907422,0.6765245,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.47551885,-0.4404178,-0.12544353,-0.21178654,0.7568709,-0.5289312,-0.12612233,-0.3540827,0,3.120099865256658e-05
