,F72,F25,F64,F67,F34,F102,F104,F108,F95,F109,F23,F22,F79,F112,F113,F116,F117,F119,F110,F122,F115,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F131,F37,F133,F134,F136,F83,F73,F16,F3,F17,F2,F6,F13,F9,F15,F4,F8,category,1
272,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,-2.1682222,-0.57096565,1.5456235,0.296144,-0.6395753,-0.10559747,-0.5709657,-0.10579149,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0009141435726900499
273,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,-2.1682222,-0.57096565,1.5456235,0.296144,-0.6395753,-0.28837857,-0.5709657,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,3.4266117,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00189285306645383
274,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.22745155,-0.5709657,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,3.4266117,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0003645905120465869
275,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.28837857,-0.5709657,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00014855917811847842
276,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,-2.1682222,-0.57096565,1.5456235,0.296144,-0.6395753,-0.28837857,-0.5709657,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0008053006221976945
277,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.28837857,-0.5709657,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.685142558215416e-05
278,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.28837857,-0.5709657,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.685142558215416e-05
279,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.1665245,-0.5709657,-0.16672236,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,3.4266117,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00038033510925528536
280,0.97100425,1.0107813,-0.48876676,-0.43465978,-0.83786464,-0.35646066,-0.32466608,0.30309504,-0.57096565,1.5456235,0.296144,-0.6395753,-0.22745155,-0.5709657,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.20595343,-0.40747014,-0.33930388,0.12968342,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0001549760530980283
281,-0.27573764,-0.26257372,-0.48876676,-0.43871537,-0.83786464,-0.5900369,0.107667804,0.30309504,-0.8042212,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.8042213,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.391359,-0.42167696,-0.401653,-0.4039451,-0.38033444,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.49744424,0.048084386,-0.37282997,0.8786938,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,2.6322626368571996e-05
282,-0.27573764,-0.26257372,-0.48876676,-0.43871537,0.39546078,-0.5900369,0.107667804,0.30309504,-0.8042212,-1.3483222,0.6765245,0.8645254,-0.28837857,-0.8042213,-0.28858408,-0.7312871,-0.15956016,0.769874,0.16213284,0.61023885,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.391359,-0.42167696,-0.401653,-0.4039451,-0.38033444,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.49744424,0.048084386,2.5746799,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,2.6008034,-0.2968205,-0.08578252,0,3.0595576446272844e-05
283,-0.27573764,-0.26257372,-0.48876676,-0.43871537,0.39546078,-0.5900369,0.107667804,0.30309504,-0.8042212,-1.3483222,0.6765245,0.8645254,-0.28837857,-0.8042213,-0.28858408,-0.7312871,-0.15956016,0.769874,0.16213284,0.61023885,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.391359,-0.42167696,-0.401653,-0.4039451,-0.38033444,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.49744424,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,2.6008034,-0.2968205,-0.08578252,0,5.720272112080806e-05
284,1.1653874,1.1726593,-0.48876676,-0.43871537,-0.83786464,-0.59938514,3.372295,0.30309504,-0.81835794,-1.3361114,-0.08423652,-0.6395753,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.23975296,0.769874,-0.30435964,0.61023885,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40967092,-0.43562886,-0.4052541,-0.4192563,-0.30804718,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,6.729952875027616e-06
285,-0.07035166,-0.03951355,-0.48876676,-0.43465978,-0.83786464,-0.5548512,-0.42851722,0.30309504,-0.81128955,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.36100775,-0.3396338,-0.36591908,-0.35434118,-0.048798077,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.5087031,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,2.9740648549466667e-05
286,-0.07035166,-0.03951355,-0.48876676,-0.43465978,-0.83786464,-0.5548512,-0.42851722,-2.1682222,-0.81128955,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.36100775,-0.3396338,-0.36591908,-0.35434118,-0.048798077,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.5087031,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00016130105031855456
287,1.3984027,1.3409103,-0.48876676,-0.43871537,1.0121235,-0.59393203,0.96647733,0.30309504,-0.81128955,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4100756,-0.4292595,-0.401099,-0.41676378,-0.5598704,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,1.6599129113786023e-05
288,1.3984027,1.3409103,-0.48876676,-0.43871537,0.39546078,-0.59393203,0.96647733,2.7744122,-0.81128955,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4100756,-0.4292595,-0.401099,-0.41676378,-0.5598704,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,2.7409058280232827e-06
289,-0.064728,-0.035689663,-0.78228796,-0.43871537,0.39546078,-0.6006835,6.0984654,0.30309504,-0.81835794,-0.9087355,0.6765245,0.8645254,-0.34930563,-0.818358,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.4399509,-0.40747014,-0.42383048,-0.805869,-0.20265988,-0.7026975,-0.6176263,-0.71609116,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,2.3701178562156196e-05
290,-0.064728,-0.035689663,-0.78228796,-0.43871537,0.39546078,-0.6008134,5.5205736,0.30309504,-0.8042212,-0.9087355,0.6765245,0.8645254,-0.34930563,-0.8042213,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.44033003,-0.40747014,-0.42396742,-0.81268877,-0.20265988,-0.7026975,-0.6176263,-0.71609116,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.623787350156424e-05
291,-0.064728,-0.035689663,-0.78228796,-0.43871537,0.39546078,-0.6008134,5.5205736,0.30309504,-0.8042212,-0.9087355,0.6765245,0.8645254,-0.34930563,-0.8042213,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.44033003,-0.40747014,-0.42396742,-0.81268877,-0.20265988,-0.7026975,-0.6176263,-0.71609116,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.623787350156424e-05
292,-0.064728,-0.035689663,-0.78228796,-0.43871537,0.39546078,-0.6008134,5.5205736,0.30309504,-0.8042212,-0.9087355,0.6765245,0.8645254,-0.34930563,-0.8042213,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41483063,-0.44033003,-0.40747014,-0.42396742,-0.81268877,-0.20265988,-0.7026975,-0.6176263,-0.71609116,-0.23085,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.623787350156424e-05
293,-0.28649595,-0.27149615,-0.27394965,-0.42249298,-0.2212019,-0.5967235,0.24209532,0.30309504,-0.81128955,-1.1163181,0.6765245,0.8645254,-0.34930563,-0.8112896,-0.34951493,0.9609529,0.5850872,-0.5378598,0.49534178,-1.5071244,-0.4404178,1.2765204,3.2101078,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41169432,-0.44245315,-0.40747014,-0.42303616,0.963006,-0.20265988,-0.6003618,-0.5289312,-0.12612233,-0.8195287,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0008332543047730052
294,-0.28649595,-0.27149615,-0.27394965,-0.42249298,-0.2212019,-0.5967235,0.24209532,0.30309504,-0.81128955,-0.9087355,0.6765245,0.8645254,-0.34930563,-0.8112896,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,1.2765204,3.2101078,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41169432,-0.44245315,-0.40747014,-0.42303616,0.963006,-0.20265988,-0.6003618,-0.5289312,-0.12612233,-0.8195287,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0004571145664569714
295,-0.1329455,-0.127463,-0.27394965,-0.39410383,1.0121235,-0.57127553,-0.52213544,0.30309504,-0.81835794,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,1.2765204,-0.24836968,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.39368594,-0.4378278,-0.40442306,-0.4113131,0.12878823,-0.20265988,-0.6003618,-0.5289312,-0.12612233,-0.7206114,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,2.5806748671178004e-05
306,-0.54567355,-0.520049,-0.27394965,-0.37788144,-0.83786464,-0.5821169,-0.31850427,0.30309504,-0.81128955,-1.214004,-5.0291834,-2.143676,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.6006205,-0.36465934,-0.654229,-1.4838566,-0.4404178,1.2765204,0.28024095,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40891212,-0.43699372,-0.4055311,-0.41936585,-0.3197214,0.40322328,-0.6003618,-0.5289312,-0.12612233,-0.824756,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00047633749006316124
307,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,3.3677520384761896e-05
308,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,6.330152957695016e-05
309,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,3.3677520384761896e-05
310,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,6.330152957695016e-05
311,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,3.3677520384761896e-05
312,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.069552094,-0.3844965,3.0024533,-0.08578252,0,3.3677520384761896e-05
313,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,1.5456235,0.296144,-0.6395753,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,6.330152957695016e-05
314,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,-0.92094624,-0.08423652,-0.6395753,-0.34930563,-0.7547428,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,0.61023885,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,2.5746799,-0.39526522,6.6806874,-0.26360977,-0.3540827,-0.36197066,-0.069552094,2.6008034,-0.2968205,-0.08578252,0,0.017215255303008003
315,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,-0.92094624,-0.08423652,-0.6395753,-0.34930563,-0.7547428,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,0.61023885,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0025959231191034103
316,-0.9268602,-0.9317543,-0.27394965,-0.4265486,-0.83786464,-0.2940741,0.16288698,0.30309504,-0.75474274,-0.92094624,-0.08423652,-0.6395753,-0.34930563,-0.7547428,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,0.61023885,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0025959231191034103
317,-0.9268602,-0.9317543,-0.27394965,-0.4306042,-0.83786464,0.43294665,-0.45127675,0.30309504,-0.21047977,0.23907422,-0.46461707,-0.6395753,-0.22745155,-0.21047975,-0.2276532,-0.7312871,-0.44225416,-0.8985054,-0.47551885,-0.52987975,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.582582904508627e-05
318,-0.9268602,-0.9317543,-0.27394965,-0.4306042,-0.83786464,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.43251657,0.6765245,0.8645254,-0.22745155,-0.21047975,-0.2276532,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,1.0531105939693795e-05
319,-0.9268602,-0.9317543,-0.27394965,-0.4306042,-0.83786464,0.43294665,-0.45127675,0.30309504,-0.21047977,-1.3605329,-0.08423652,-0.6395753,-0.28837857,-0.21047975,-0.28858408,-0.7312871,-0.961488,-0.5378598,-1.0040984,-1.5071244,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,6.885022695685669e-06
320,-0.9268602,-0.9317543,-0.27394965,-0.4306042,-0.83786464,0.43294665,-0.45127675,0.30309504,-0.21047977,-1.2872685,-0.08423652,-0.6395753,-0.34930563,-0.21047975,-0.34951493,0.9609529,-0.961488,-0.5378598,-1.0040984,-1.5071244,-0.4404178,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.8452527,-0.20265988,-0.6003618,-0.5289312,-0.12612233,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0005209758027006619
