,F108,F109,F116,F117,F110,F115,F38,category,1
74,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
75,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
76,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
77,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
78,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
79,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03102439206449652
80,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,5.446591608392898e-05
81,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,5.446591608392898e-05
82,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,5.446591608392898e-05
83,0.9341414,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,3.532601575685828e-05
84,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,7.418914529957587e-05
85,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,7.418914529957587e-05
86,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,-0.6877364,-0.2588163,0,0.0026711192888540054
87,0.024615882,-0.036706623,-0.80678064,-0.6433438,-0.6433438,-0.6877364,-0.1892895,0,8.842411500689036e-05
88,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001267367144619767
89,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001267367144619767
90,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001267367144619767
91,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001267367144619767
92,0.024615882,-1.3295113,1.8314286,2.8453827,2.8453827,0.35014236,-0.2588163,1,0.9992338897038654
93,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,0.35014236,-0.2588163,0,0.002492114414219444
94,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,0.35014236,-0.2588163,0,0.002492114414219444
95,0.024615882,0.22185442,1.8314286,-0.35227492,-0.3522749,0.09067267,-0.15768641,1,0.900269279437026
96,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012906786842145335
97,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012906786842145335
98,0.024615882,1.4038471,1.8314286,-0.407619,-0.407619,0.09067267,-0.15768641,1,0.9450460726323826
99,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012906786842145335
100,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012906786842145335
101,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012906786842145335
102,0.024615882,0.48041534,1.8314286,-0.41562474,-0.4156247,0.09067267,-0.15768641,1,0.90482457260656
103,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,0.09067267,-0.15768641,0,0.0007139276022010885
104,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,0.09067267,-0.15768641,0,0.0007139276022010885
105,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,0.09067267,-0.15768641,0,0.07411417264692303
106,-0.8849096,-0.44301668,-0.1472283,-0.43792647,-0.4379264,0.09067267,-0.15768641,0,0.006339262667163381
107,-0.8849096,-0.44301668,-0.1472283,-0.43792647,-0.4379264,0.09067267,-0.15768641,0,0.006339262667163381
108,0.024615882,-0.81238943,-0.80678064,-0.6276288,-0.6276288,0.09067267,-0.15768641,0,0.0002196383001482028
109,0.024615882,-1.0709504,1.8314286,2.5110824,2.5110822,0.09067267,-0.15768641,1,0.99829691955406
110,0.024615882,-1.4403232,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,2.519769242001477e-05
111,0.024615882,0.5173526,-0.80678064,2.5048914,2.5048914,-0.6877364,-0.2588163,0,0.027815284937945918
112,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.000313446229984474
113,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.000313446229984474
114,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.46533382,-0.2588163,0,0.00046053984977247997
115,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.46533382,-0.2588163,0,0.00046053984977247997
116,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
117,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
118,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
119,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
120,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
121,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.027746709468983215
122,0.024615882,-1.4033859,0.512324,1.0067296,1.0067296,-0.46533382,-0.2588163,0,0.09687336440422276
123,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.46533382,-0.2588163,0,0.04420052271417832
124,0.024615882,-1.0340132,-0.80678064,-0.8319236,-0.8319236,-0.46533382,-0.2588163,0,4.776600184455474e-05
125,0.024615882,0.59122705,0.512324,-0.109595545,-0.109595545,-0.46533382,-0.2588163,0,0.05091924629942923
126,0.024615882,1.1822237,0.512324,0.9045822,0.9045822,-0.46533382,-0.2588163,1,0.3122443977168226
127,0.024615882,-1.4033859,-0.80678064,-0.8319236,-0.8319236,-0.46533382,-0.2588163,0,3.7894648193206216e-05
128,0.024615882,1.1822237,1.8314286,0.9045822,0.9045822,2.4259,-0.2588163,1,0.9998718670022743
129,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,4.4186244526912716e-05
130,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,4.4186244526912716e-05
131,0.024615882,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,2.6735765522070593e-05
132,-0.8849096,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,4.1221594454334455e-05
133,0.024615882,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,2.6735765522070593e-05
134,0.024615882,-1.0709504,0.512324,0.1709782,0.17097814,-0.6877364,-0.23985444,0,0.020822139690615405
135,0.024615882,-1.4403232,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.00289833588607421
136,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.000313446229984474
137,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.2588163,0,0.00017330425780622894
138,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.043915343,0,0.0001360221233744408
139,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.6877364,0.08249697,0,0.0016115193693436042
140,-0.8849096,-1.4033859,1.8314286,2.8453827,2.8453827,2.4259,-0.2588163,1,0.9999856631745313
153,0.024615882,-1.1448249,0.512324,2.8453827,2.8453827,0.86908174,-0.2588163,1,0.9689104865670737
154,0.024615882,-1.1448249,0.512324,2.8453827,2.8453827,0.86908174,-0.2588163,1,0.9689104865670737
168,0.024615882,1.1822237,0.512324,0.9045822,0.9045822,-0.37637278,-0.2588163,1,0.3462237681973901
170,0.024615882,-1.0340132,1.8314286,0.7002874,0.7002874,0.86908174,-0.1892895,1,0.9897553114158186
141,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.21457197,0,0.022663417905109624
142,-0.8849096,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,6.160814592801461e-05
143,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.0005346527721940332
144,0.024615882,0.22185442,-0.80678064,-0.35227492,-0.3522749,-0.6877364,-0.2588163,0,0.00022388764118546316
145,0.024615882,0.22185442,-0.80678064,-0.35227492,-0.3522749,-0.6877364,-0.2588163,0,0.00022388764118546316
146,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.0005346527721940332
147,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.00016651871393327927
148,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.00016651871393327927
149,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.00016651871393327927
150,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.23353381,0,0.00023751919060121927
151,-0.8849096,-1.2556367,0.512324,-0.21903916,-0.21903922,0.86908174,-0.2588163,0,0.21059081459481277
152,-0.8849096,-1.2556367,0.512324,-0.21903916,-0.21903922,0.86908174,-0.2588163,0,0.21059081459481277
155,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0004075070657779831
156,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.2588163,0,0.00023376261386557
157,0.024615882,-0.44301668,-0.1472283,-0.43792647,-0.4379264,-0.6877364,-0.2588163,0,0.001307111307126141
158,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.6877364,-0.2588163,0,0.001668302580367907
159,0.024615882,-0.627703,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,5.9734067353864945e-05
160,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.37637278,-0.2588163,0,0.0028319185587742206
161,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.37637278,-0.2588163,0,0.0028319185587742206
162,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
163,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
164,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
165,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
166,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
167,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.03690977674459992
169,0.024615882,1.514659,0.512324,-0.28713745,-0.28713742,-0.37637278,-0.2588163,0,0.08336567845913953
171,0.024615882,0.59122705,-0.80678064,-0.109595545,-0.109595545,0.86908174,-0.1892895,0,0.006208221082911356
172,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.02205347949356981
173,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0004075070657779831
174,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.02205347949356981
175,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.02205347949356981
176,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.11976273,0,0.00017890455790201424
177,0.024615882,-1.3295113,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,3.9561379583796594e-05
178,0.024615882,-1.3295113,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,3.9561379583796594e-05
179,0.024615882,0.22185442,1.8314286,-0.35227492,-0.3522749,0.86908174,-0.08183904,1,0.9726203786540697
180,0.024615882,-1.0340132,0.512324,-0.8319236,-0.8319236,0.86908174,-0.08183904,0,0.06943827402273306
181,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.86908174,-0.08183904,0,0.05109665389548901
182,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.86908174,-0.08183904,0,0.05109665389548901
183,0.024615882,1.514659,1.8314286,-0.28713745,-0.28713742,0.86908174,-0.08183904,1,0.9883528577902707
184,0.024615882,1.514659,0.512324,-0.28713745,-0.28713742,0.86908174,-0.08183904,1,0.45894423556186215
185,-0.8849096,-0.44301668,0.7321748,-0.43792647,-0.4379264,1.3880211,-0.2588163,0,0.606310869361552
186,0.024615882,1.1822237,0.9520256,0.9045822,0.9045822,1.3880211,-0.2588163,1,0.9818614357228379
187,0.024615882,1.514659,0.9520256,-0.28713745,-0.28713742,1.3880211,-0.2588163,1,0.8949970362274962
188,0.024615882,1.1822237,1.8314286,0.9045822,0.9045822,-0.5045813,-0.2588163,1,0.978923900600944
189,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
190,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
191,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
192,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
193,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
194,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
195,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
196,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
197,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
198,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017932245865649524
199,0.024615882,1.514659,1.8314286,-0.28713745,-0.28713742,2.4259,-0.2588163,1,0.9990714217226238
200,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004028368093292693
201,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004028368093292693
202,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004028368093292693
203,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004391838017598129
204,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004391838017598129
205,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004391838017598129
206,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004391838017598129
207,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.004391838017598129
208,0.024615882,-0.627703,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,5.9734067353864945e-05
209,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.0005346527721940332
210,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
211,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,6.574959623566345e-05
212,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,6.574959623566345e-05
213,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.6877364,-0.2588163,0,0.001668302580367907
214,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
215,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
216,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
217,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
218,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
219,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,7.611356408442168e-05
220,0.024615882,-0.036706623,1.8314286,-0.6433438,-0.6433438,-0.34177682,-0.2588163,1,0.6781427291586827
221,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007238189489280046
222,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007238189489280046
223,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007888979842720923
224,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007888979842720923
225,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007888979842720923
226,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.34177682,-0.2588163,0,0.007888979842720923
227,0.024615882,-1.4033859,1.8314286,1.0067296,1.0067296,2.4259,-0.2588163,1,0.9994397320655425
228,0.024615882,-1.2556367,0.512324,0.39384526,0.39384523,2.4259,-0.2588163,1,0.8717624884967166
229,0.024615882,-1.0340132,-0.80678064,0.7002874,0.7002874,0.35014236,-0.2588163,0,0.0038009396904565016
230,0.024615882,1.1822237,0.512324,0.9045822,0.9045822,0.35014236,-0.2588163,1,0.6656343870946131
231,0.024615882,1.514659,0.512324,-0.28713745,-0.28713742,0.35014236,-0.2588163,0,0.23865410067990903
232,0.024615882,-0.036706623,1.8314286,-0.6433438,-0.6433438,-0.40467855,-0.2588163,1,0.6543273343001361
233,0.024615882,-1.292574,-0.80678064,-0.8319236,-0.8319236,-0.40467855,-0.2588163,0,6.547176174324033e-05
234,0.024615882,-1.292574,-0.80678064,-0.8319236,-0.8319236,-0.40467855,-0.2588163,0,6.547176174324033e-05
