"data_dir","result_dir","num_run","balance_data","feaSelect","correlate","eps","min_Pts","k","MLmodel","select_method","LDF_r",
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
../data/,../result_data/,10,NO,DBSCAN,Euclidean,27,1,9,NB,std,16,F72,F69,F65,F64,F67,F34,F66,F101,F102,F103,F104,F105,F107,F108,F0-NA,F95,F109,F23,F22,F79,F116,F117,F118,F119,F120,F122,F114,F115,F61,F77,F41,F40,F131,F37,F137,F83,F84,F146,F16,F3,F7,F12,F17,F2,F5,F18,F1,F9,F10,F19,F8,F71,
