"data_dir","result_dir","num_run","balance_data","feaSelect","correlate","eps","min_Pts","k","MLmodel","select_method","LDF_r","TN","FP","FN","TP","accuracy","precision","recall","F1","AUC","F_MEASURE","G_MEASURE","MCC",
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,6,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9614465408805032,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,7,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9597798742138364,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,8,LR,LDF,10,105.8,0.3,0.3,5.1,0.9946188340807175,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.970251572327044,0.9444444444444444,0.9700925002022599,0.9416169232380354,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,9,LR,LDF,10,105.8,0.3,0.3,5.1,0.9946188340807175,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.970251572327044,0.9444444444444444,0.9700925002022599,0.9416169232380354,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,10,LR,LDF,10,105.9,0.2,0.4,5.0,0.9946188340807174,0.9615384615384615,0.9259259259259258,0.9433962264150944,0.9607232704402515,0.9433962264150944,0.9606662070466998,0.9407570200368193,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,11,LR,LDF,10,105.9,0.2,0.4,5.0,0.9946188340807174,0.9615384615384615,0.9259259259259258,0.9433962264150944,0.9623899371069184,0.9433962264150944,0.9606662070466998,0.9407570200368193,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,12,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9597798742138364,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,13,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9597798742138364,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,14,LR,LDF,10,105.7,0.4,0.5,4.9,0.9919282511210762,0.9245283018867924,0.9074074074074074,0.9158878504672897,0.9497798742138365,0.9158878504672897,0.9497464861048712,0.9116928859971266,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,15,LR,LDF,10,105.7,0.4,0.5,4.9,0.9919282511210762,0.9245283018867924,0.9074074074074074,0.9158878504672897,0.9497798742138365,0.9158878504672897,0.9497464861048712,0.9116928859971266,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,16,LR,LDF,10,105.7,0.4,0.5,4.9,0.9919282511210762,0.9245283018867924,0.9074074074074074,0.9158878504672897,0.9497798742138365,0.9158878504672897,0.9497464861048712,0.9116928859971266,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,17,LR,LDF,10,105.7,0.4,0.5,4.9,0.9919282511210762,0.9245283018867924,0.9074074074074074,0.9158878504672897,0.9497798742138365,0.9158878504672897,0.9497464861048712,0.9116928859971266,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,18,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9597798742138364,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,19,LR,LDF,10,105.7,0.4,0.4,5.0,0.9928251121076233,0.9259259259259258,0.9259259259259258,0.9259259259259258,0.9597798742138364,0.9259259259259258,0.9597922417550485,0.9221558976507138,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,20,LR,LDF,10,105.9,0.2,0.3,5.1,0.9955156950672646,0.9622641509433962,0.9444444444444444,0.9532710280373832,0.9707232704402516,0.9532710280373832,0.9705382894417639,0.9509619091515431,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,21,LR,LDF,10,105.8,0.3,0.4,5.0,0.9937219730941704,0.9433962264150944,0.9259259259259258,0.9345794392523363,0.9602515723270442,0.9345794392523363,0.9602294385652829,0.9313273975743349,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,22,LR,LDF,10,105.9,0.2,0.2,5.2,0.9964125560538116,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9807232704402518,0.9629629629629629,0.980223927090194,0.961077948825357,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,23,LR,LDF,10,105.9,0.2,0.2,5.2,0.9964125560538116,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9807232704402518,0.9629629629629629,0.980223927090194,0.961077948825357,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,24,LR,LDF,10,105.8,0.3,0.2,5.2,0.9955156950672646,0.9454545454545454,0.9629629629629629,0.9541284403669724,0.9802515723270441,0.9541284403669724,0.9797691978914376,0.9518155500702543,
../data/,../result_data/,5,NO,recurElimination,Euclidean,11,1,25,LR,LDF,10,105.9,0.2,0.2,5.2,0.9964125560538116,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9807232704402518,0.9629629629629629,0.980223927090194,0.961077948825357,
